modern_text,kjv_text
"or hunchbacked, or a dwarf, or one who has a defect in his eye, or an itching disease, or scabs, or who has damaged testicles.","Or crookbacked, or a dwarf, or that hath a blemish in his eye, or be scurvy, or scabbed, or hath his stones broken; 
"
"No man of the offspring of Aaron the priest who has a defect shall come near to offer the offerings of Yahweh made by fire. Since he has a defect, he shall not come near to offer the bread of his God.","No man that hath a blemish of the seed of Aaron the priest shall come nigh to offer the offerings of the LORD made by fire: he hath a blemish; he shall not come nigh to offer the bread of his God. 
"
"He shall eat the bread of his God, both of the most holy, and of the holy.","He shall eat the bread of his God, both of the most holy, and of the holy. 
"
"He shall not come near to the veil, nor come near to the altar, because he has a defect; that he may not profane my sanctuaries, for I am Yahweh who sanctifies them.’”","Only he shall not go in unto the vail, nor come nigh unto the altar, because he hath a blemish; that he profane not my sanctuaries: for I the LORD do sanctify them. 
"
"So Moses spoke to Aaron, and to his sons, and to all the children of Israel.","And Moses told it unto Aaron, and to his sons, and unto all the children of Israel. 
"
"Yahweh spoke to Moses, saying,","And the LORD spake unto Moses, saying, 
"
"“Tell Aaron and his sons to separate themselves from the holy things of the children of Israel, which they make holy to me, and that they not profane my holy name. I am Yahweh.","Speak unto Aaron and to his sons, that they separate themselves from the holy things of the children of Israel, and that they profane not my holy name in those things which they hallow unto me: I am the LORD. 
"
"“Tell them, ‘If anyone of all your offspring throughout your generations approaches the holy things, which the children of Israel make holy to Yahweh, having his uncleanness on him, that soul shall be cut off from before me. I am Yahweh.","Say unto them, Whosoever he be of all your seed among your generations, that goeth unto the holy things, which the children of Israel hallow unto the LORD, having his uncleanness upon him, that soul shall be cut off from my presence: I am the LORD. 
"
"“‘Whoever of the offspring of Aaron is a leper or has an issue; he shall not eat of the holy things, until he is clean. Whoever touches anything that is unclean by the dead, or a man whose offspring goes from him;","What man soever of the seed of Aaron is a leper, or hath a running issue; he shall not eat of the holy things, until he be clean. And whoso toucheth any thing that is unclean by the dead, or a man whose seed goeth from him; 
"
"or whoever touches any creeping thing, whereby he may be made unclean, or a man of whom he may take uncleanness, whatever uncleanness he has;","Or whosoever toucheth any creeping thing, whereby he may be made unclean, or a man of whom he may take uncleanness, whatsoever uncleanness he hath; 
"
"the person that touches any such shall be unclean until the evening, and shall not eat of the holy things, unless he bathes his body in water.","The soul which hath touched any such shall be unclean until even, and shall not eat of the holy things, unless he wash his flesh with water. 
"
"When the sun is down, he shall be clean; and afterward he shall eat of the holy things, because it is his bread.","And when the sun is down, he shall be clean, and shall afterward eat of the holy things; because it is his food. 
"
"That which dies of itself, or is torn by animals, he shall not eat, defiling himself by it. I am Yahweh.","That which dieth of itself, or is torn with beasts, he shall not eat to defile himself therewith; I am the LORD. 
"
"“‘They shall therefore follow my commandment, lest they bear sin for it, and die therein, if they profane it. I am Yahweh who sanctifies them.","They shall therefore keep mine ordinance, lest they bear sin for it, and die therefore, if they profane it: I the LORD do sanctify them. 
"
"“‘No stranger shall eat of the holy thing: a foreigner living with the priests, or a hired servant, shall not eat of the holy thing.","There shall no stranger eat of the holy thing: a sojourner of the priest, or an hired servant, shall not eat of the holy thing. 
"
"But if a priest buys a slave, purchased by his money, he shall eat of it; and such as are born in his house, they shall eat of his bread.","But if the priest buy any soul with his money, he shall eat of it, and he that is born in his house: they shall eat of his meat. 
"
"If a priest’s daughter is married to an outsider, she shall not eat of the heave offering of the holy things.","If the priest's daughter also be married unto a stranger, she may not eat of an offering of the holy things. 
"
"But if a priest’s daughter is a widow, or divorced, and has no child, and has returned to her father’s house, as in her youth, she may eat of her father’s bread: but no stranger shall eat any of it.","But if the priest's daughter be a widow, or divorced, and have no child, and is returned unto her father's house, as in her youth, she shall eat of her father's meat: but there shall be no stranger eat thereof. 
"
