book,chapter,verse,modern_text
2 Samuel,12,31,"He brought out the people who were in it, and put them under saws, under iron picks, under axes of iron, and made them pass through the brick kiln; and he did so to all the cities of the children of Ammon. Then David and all the people returned to Jerusalem."
2 Samuel,13,1,"After this, Absalom the son of David had a beautiful sister, whose name was Tamar; and Amnon the son of David loved her."
2 Samuel,13,2,Amnon was so troubled that he became sick because of his sister Tamar; for she was a virgin; and it seemed hard to Amnon to do anything to her.
2 Samuel,13,3,"But Amnon had a friend, whose name was Jonadab, the son of Shimeah, David’s brother; and Jonadab was a very subtle man."
2 Samuel,13,4,"He said to him, “Why, son of the king, are you so sad from day to day? Won’t you tell me?” Amnon said to him, “I love Tamar, my brother Absalom’s sister.”"
2 Samuel,13,5,"Jonadab said to him, “Lay down on your bed, and pretend to be sick. When your father comes to see you, tell him, ‘Please let my sister Tamar come and give me bread to eat, and prepare the food in my sight, that I may see it, and eat it from her hand.’”"
2 Samuel,13,6,"So Amnon lay down and faked being sick. When the king came to see him, Amnon said to the king, “Please let my sister Tamar come, and make me a couple of cakes in my sight, that I may eat from her hand.”"
2 Samuel,13,7,"Then David sent home to Tamar, saying, “Go now to your brother Amnon’s house, and prepare food for him.”"
2 Samuel,13,8,"So Tamar went to her brother Amnon’s house; and he was lying down. She took dough, and kneaded it, made cakes in his sight, and baked the cakes."
2 Samuel,13,9,"She took the pan, and poured them out before him; but he refused to eat. Amnon said, “Have all men leave me.” Then every man went out from him."
2 Samuel,13,10,"Amnon said to Tamar, “Bring the food into the room, that I may eat from your hand.” Tamar took the cakes which she had made, and brought them into the room to Amnon her brother."
2 Samuel,13,11,"When she had brought them near to him to eat, he took hold of her, and said to her, “Come, lie with me, my sister!”"
2 Samuel,13,12,"She answered him, “No, my brother, do not force me! For no such thing ought to be done in Israel. Don’t you do this folly."
2 Samuel,13,13,"As for me, where would I carry my shame? And as for you, you will be as one of the fools in Israel. Now therefore, please speak to the king; for he will not withhold me from you.”"
2 Samuel,13,14,"However he would not listen to her voice; but being stronger than she, he forced her, and lay with her."
2 Samuel,13,15,"Then Amnon hated her with exceedingly great hatred; for the hatred with which he hated her was greater than the love with which he had loved her. Amnon said to her, “Arise, be gone!”"
2 Samuel,13,16,"She said to him, “Not so, because this great wrong in sending me away is worse than the other that you did to me!” But he would not listen to her."
2 Samuel,13,17,"Then he called his servant who ministered to him, and said, “Now put this woman out from me, and bolt the door after her.”"
2 Samuel,13,18,She had a garment of various colors on her; for the king’s daughters who were virgins dressed in such robes. Then his servant brought her out and bolted the door after her.
2 Samuel,13,19,"Tamar put ashes on her head, and tore her garment of various colors that was on her; and she laid her hand on her head, and went her way, crying aloud as she went."
2 Samuel,13,20,"Absalom her brother said to her, “Has Amnon your brother been with you? But now hold your peace, my sister. He is your brother. Don’t take this thing to heart.” So Tamar remained desolate in her brother Absalom’s house."
2 Samuel,13,21,"But when king David heard of all these things, he was very angry."
2 Samuel,13,22,"Absalom spoke to Amnon neither good nor bad; for Absalom hated Amnon, because he had forced his sister Tamar."
2 Samuel,13,23,"After two full years, Absalom had sheep shearers in Baal Hazor, which is beside Ephraim: and Absalom invited all the king’s sons."
2 Samuel,13,24,"Absalom came to the king, and said, “See now, your servant has sheep shearers. Please let the king and his servants go with your servant.”"
2 Samuel,13,25,"The king said to Absalom, “No, my son, let us not all go, lest we be burdensome to you.” He pressed him; however he would not go, but blessed him."
2 Samuel,13,26,"Then Absalom said, “If not, please let my brother Amnon go with us.” The king said to him, “Why should he go with you?”"
2 Samuel,13,27,"But Absalom pressed him, and he let Amnon and all the king’s sons go with him."
2 Samuel,13,28,"Absalom commanded his servants, saying, “Mark now, when Amnon’s heart is merry with wine; and when I tell you, ‘Strike Amnon,’ then kill him. Don’t be afraid. Haven’t I commanded you? Be courageous, and be valiant!”"
2 Samuel,13,29,"The servants of Absalom did to Amnon as Absalom had commanded. Then all the king’s sons arose, and every man got up on his mule, and fled."
2 Samuel,13,30,"While they were on the way, the news came to David, saying, “Absalom has slain all the king’s sons, and there is not one of them left!”"
2 Samuel,13,31,"Then the king arose, and tore his garments, and lay on the earth; and all his servants stood by with their clothes torn."
2 Samuel,13,32,"Jonadab, the son of Shimeah, David’s brother, answered, “Don’t let my lord suppose that they have killed all the young men the king’s sons; for Amnon only is dead; for by the appointment of Absalom this has been determined from the day that he forced his sister Tamar."
2 Samuel,13,33,"Now therefore don’t let my lord the king take the thing to his heart, to think that all the king’s sons are dead; for only Amnon is dead.”"
2 Samuel,13,34,"But Absalom fled. The young man who kept the watch lifted up his eyes, and looked, and behold, many people were coming by way of the hillside behind him."
2 Samuel,13,35,"Jonadab said to the king, “Behold, the king’s sons are coming! It is as your servant said.”"
2 Samuel,13,36,"As soon as he had finished speaking, behold, the king’s sons came, and lifted up their voice, and wept. The king also and all his servants wept bitterly."
2 Samuel,13,37,"But Absalom fled, and went to Talmai the son of Ammihur, king of Geshur. David mourned for his son every day."
2 Samuel,13,38,"So Absalom fled, and went to Geshur, and was there three years."
2 Samuel,13,39,"King David longed to go out to Absalom; for he was comforted concerning Amnon, since he was dead."
2 Samuel,14,1,Now Joab the son of Zeruiah perceived that the king’s heart was toward Absalom.
2 Samuel,14,2,"Joab sent to Tekoa, and brought a wise woman from there, and said to her, “Please act like a mourner, and put on mourning clothing, please, and don’t anoint yourself with oil, but be as a woman who has mourned a long time for the dead."
2 Samuel,14,3,"Go in to the king, and speak like this to him.” So Joab put the words in her mouth."
2 Samuel,14,4,"When the woman of Tekoa spoke to the king, she fell on her face to the ground, showed respect, and said, “Help, O king!”"
2 Samuel,14,5,"The king said to her, “What ails you?” She answered, “Truly I am a widow, and my husband is dead."
2 Samuel,14,6,"Your servant had two sons, and they both fought together in the field, and there was no one to part them, but the one struck the other, and killed him."
2 Samuel,14,7,"Behold, the whole family has risen against your servant, and they say, ‘Deliver him who struck his brother, that we may kill him for the life of his brother whom he killed, and so destroy the heir also.’ Thus they would quench my coal which is left, and would leave to my husband neither name nor remainder on the surface of the earth.”"
